,lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel
6686,YNM/,,,,,,,,,,,,,,,,,
6687,YNN/,,,,,,,,,,,,,,,,,
6688,YN<[,,,,,,,,,,,,,,,,,
6689,YNP[,,"fæstne, vikle om, binde",,,,,,,,,,,,,,,
6690,YNPH/,,,,,,,,,,,,,,,,,
6691,YNYNT/,,,,,,,,,,,,,,,,,
6692,YNTRWT/,,,,,,,,,,,,,,,,,
6693,Y<D/,,,,,,,,,,,,,,,,,
6694,Y<D[,,,,,,,,,,,,,,,,,
6695,Y<DH/,,,,,,,,,,,,,,,,,
6696,Y<H[,,,,,,,,,,,,,,,,,
6697,Y<JP/,,,,,,,,,,,,,,,,,
6698,Y<JR/,,,,,,,,,,,,,,,,,
6699,Y<JR=/,,,,,,,,,,,,,,,,,
6700,Y<JRH/,,,,,,,,,,,,,,,,,
6701,Y<N/,,,,,,,,,,,,,,,,,
6702,Y<N[,,,,,,,,,,,,,,,,,
6703,Y<NNJM/,,,,,,,,,,,,,,,,,
6704,Y<Y<JM/,,,,,,,,,,,,,,,,,
6705,Y<Q[,,"råbe, skrige",,,,,,,,,,,,,,,
6706,Y<QH/,"skrig, råb om hjælp",,,,,,,,,,,,,,,,
6707,Y<R/,,,,,,,,,,,,,,,,,
6708,Y<R[,,,,,,,,,,,,,,,,,
6709,YPD[,,,,,,,,,,,,,,,,,
6710,YPH/,,,,,,,,,,,,,,,,,
6711,YPH=[,,,,,,,,,,,,,,,,,
6712,YPH[,,,,,,,,,,,,,,,,,
6713,YPW/,,,,,,,,,,,,,,,,,
6714,YPWJ/,,,,,,,,,,,,,,,,,
6715,YPWN/,"nord, nordenvind",,,,,,,,,,,,,,,,
6716,YPWN=/,,,,,,,,,,,,,,,,,
6717,YPWN==/,,,,,,,,,,,,,,,,,
6718,YPWNJ/,,,,,,,,,,,,,,,,,
6719,YPWNJ=/,,,,,,,,,,,,,,,,,
6720,YPWR/,fugl,,,,,,,,,,,,,,,,
6721,YPWR=/,,,,,,,,,,,,,,,,,
6722,YPXT/,,,,,,,,,,,,,,,,,
6723,YPJ/,,,,,,,,,,,,,,,,,
6724,YPJH/,,,,,,,,,,,,,,,,,
6725,YPJWN/,,,,,,,,,,,,,,,,,
6726,YPJXT/,,,,,,,,,,,,,,,,,
6727,YPJ</,,,,,,,,,,,,,,,,,
6728,YPJ<H/,,,,,,,,,,,,,,,,,
6729,YPJR/,,,,,,,,,,,,,,,,,
6730,YPJRH/,,,,,,,,,,,,,,,,,
6731,YPJT/,,,,,,,,,,,,,,,,,
6732,YPN[,,,,,,,,,,,,,,,,,
6733,YPNJH/,,,,,,,,,,,,,,,,,
6734,YPNJHW/,,,,,,,,,,,,,,,,,
6735,YPNT_P<NX/,,,,,,,,,,,,,,,,,
6736,YP</,,,,,,,,,,,,,,,,,
6737,YP<NJ/,,,,,,,,,,,,,,,,,
6738,YPP[,,,,,,,,,,,,,,,,,
6739,YPYPH/,,,,,,,,,,,,,,,,,
6740,YPR/,Sofar,,,,,,,,,,,,,,,,
6741,YPR[,,,,,,,,,,,,,,,,,
6742,YPRD</,frø,,,,,,,,,,,,,,,,
6743,YPRH/,Sippora,,,,,,,,,,,,,,,,
6744,YPRN/,,,,,,,,,,,,,,,,,
6745,YPT/,,,,,,,,,,,,,,,,,
6746,YPT=/,,,,,,,,,,,,,,,,,
6747,YPTH/,,,,,,,,,,,,,,,,,
6748,YQLG/,,,,,,,,,,,,,,,,,
6749,YQLWN/,,,,,,,,,,,,,,,,,
6750,YR/,,,,,,,,,,,,,,,,,
6751,YR=/,"fjende, undertrykker, modstander",,,,,,,,,,,,,,,,
6752,YR==/,"flintekniv, flint",,,,,,,,,,,,,,,,
6753,YR===/,,,,,,,,,,,,,,,,,
6754,YR====/,,,,,,,,,,,,,,,,,
6755,YR=====/,,,,,,,,,,,,,,,,,
6756,YRB/,,,,,,,,,,,,,,,,,
6757,YRB[,,,,,,,,,,,,,,,,,
6758,YRBT/,,,,,,,,,,,,,,,,,
6759,YRDH/,,,,,,,,,,,,,,,,,
6760,YRH/,nød,,,,,,,,,,,,,,,,
6761,YRH=/,,,,,,,,,,,,,,,,,
6762,YRWJH/,Seruja,,,,,,,,,,,,,,,,
6763,YRW<H/,,,,,,,,,,,,,,,,,
6764,YRWR/,,,,,,,,,,,,,,,,,
6765,YRWR=/,,,,,,,,,,,,,,,,,
6766,YRWR==/,,,,,,,,,,,,,,,,,
6767,YRX[,,,,,,,,,,,,,,,,,
6768,YRJ/,,,,,,,,,,,,,,,,,
6769,YRJ=/,,,,,,,,,,,,,,,,,
6770,YRJ==/,,,,,,,,,,,,,,,,,
6771,YRJX/,,,,,,,,,,,,,,,,,
6772,YRK/,,,,,,,,,,,,,,,,,
6773,YR<[,,,,,få udslet,,,,,,,,,,,,
6774,YR<H/,,,,,,,,,,,,,,,,,
6775,YR<H=/,,,,,,,,,,,,,,,,,
6776,YR<J/,,,,,,,,,,,,,,,,,
6777,YR<T/,,,,,,,,,,,,,,,,,
6778,YR<TJ/,,,,,,,,,,,,,,,,,
6779,YRP[,,"smelte, lutre (rense, raffinere)",,,,,,,,,,,,,,,
6780,YRPJ/,,,,,,,,,,,,,,,,,
6781,YRPT/,,,,,,,,,,,,,,,,,
6782,YRR=[,,"være fjendtlig imod, binde op",,,,,,,,,,,,,,,
6783,YRR[,,,,,,,,,,,,,,,,,
6784,YRRH/,,,,,,,,,,,,,,,,,
6785,YRT/,,,,,,,,,,,,,,,,,
6786,YRT_HCXR/,,,,,,,,,,,,,,,,,
6787,YRTN/,,,,,,,,,,,,,,,,,
6788,Q>/,,,,,,,,,,,,,,,,,
6789,Q>T/,,,,,,,,,,,,,,,,,
6790,QB/,,,,,,,,,,,,,,,,,
6791,QBB[,,,,,,,,,,,,,,,,,
6792,QBH/,,,,,,,,,,,,,,,,,
6793,QBH=/,,,,,,,,,,,,,,,,,
6794,QBWY/,,,,,,,,,,,,,,,,,
6795,QBWRH/,,,,,,,,,,,,,,,,,
6796,QBL/,,,,,,,,,,,,,,,,,
6797,QBL=/,,,,,,,,,,,,,,,,,
6798,QBL[,,,,"acceptere, tage imod som en gave",,,,,,,,,,,,,
6799,QB<[,,,,,,,,,,,,,,,,,
6800,QB<T/,,,,,,,,,,,,,,,,,
6801,QBY[,,,,samle,,,,,,,,,,,,,
6802,QBY>L/,,,,,,,,,,,,,,,,,
6803,QBYH/,,,,,,,,,,,,,,,,,
6804,QBYJM/,,,,,,,,,,,,,,,,,
6805,QBR/,grav,,,,,,,,,,,,,,,,
6806,QBR[,,begrave,begraves,,,,,,,,,,,,,,
6807,QBRWT_HT>WH/,,,,,,,,,,,,,,,,,
6808,QD/,,,,,,,,,,,,,,,,,
6809,QDD[,,"knæle, bøje sig ned for",,,,,,,,,,,,,,,
6810,QDH/,,,,,,,,,,,,,,,,,
6811,QDWMJM/,,,,,,,,,,,,,,,,,
6812,QDWC/,"hellig, afsondret",,,,,,,,,,,,,,,,
6813,QDX[,,,,,,,,,,,,,,,,,
6814,QDXT/,,,,,,,,,,,,,,,,,
6815,QDJM/,"østside, østenvind",,,,,,,,,,,,,,,,
6816,QDM/,"foran, øst, ældre tider, gamle dage",,,,,,,,,,,,,,,,
6817,QDM[,,,,"møde, gå foran, gøre første gang, gøre tidligt",,,,,,,,,,,,,
6818,QDMH/,foran,,,,,,,,,,,,,,,,
6819,QDMH=/,,,,,,,,,,,,,,,,,
6820,QDMH==/,,,,,,,,,,,,,,,,,
6821,QDMWN/,,,,,,,,,,,,,,,,,
6822,QDMWT/,,,,,,,,,,,,,,,,,
6823,QDMJ>L/,,,,,,,,,,,,,,,,,
6824,QDMNJ/,,,,,,,,,,,,,,,,,
6825,QDMNJ=/,kadmonitter,,,,,,,,,,,,,,,,
6826,QDQD/,isse,,,,,,,,,,,,,,,,
6827,QDR/,,,,,,,,,,,,,,,,,
6828,QDR[,,,,,,,,,,,,,,,,,
6829,QDRWN/,,,,,,,,,,,,,,,,,
6830,QDRWT/,,,,,,,,,,,,,,,,,
6831,QDRNJT,,,,,,,,,,,,,,,,,
6832,QDC/,hellig (ting),,,,,,,,,,,,,,,,
6833,QDC=/,,,,,,,,,,,,,,,,,
6834,QDC==/,,,,,,,,,,,,,,,,,
6835,QDC===/,,,,,,,,,,,,,,,,,
6836,QDC[,,"være hellig (qa), gøre hellig (pi)",,"indvie, erklære hellig",,"hellige sig selv, opføre sig som helliget",,,,,,,,,,,
6837,QDC_BRN</,,,,,,,,,,,,,,,,,
6838,QHH[,,,,,,,,,,,,,,,,,
6839,QHL/,"forsmamling, menighed",,,,,,,,,,,,,,,,
6840,QHL[,,,,,,,,,,,,,,,,,
6841,QHLH/,,,,,,,,,,,,,,,,,
6842,QHLT/,,,,,,,,,,,,,,,,,
6843,QHLTH/,,,,,,,,,,,,,,,,,
6844,QHT/,,,,,,,,,,,,,,,,,
6845,QHTJ/,,,,,,,,,,,,,,,,,
6846,QW/,målesnor,,,,,,,,,,,,,,,,
6847,QW=/,,,,,,,,,,,,,,,,,
6848,QW==/,,,,,,,,,,,,,,,,,
6849,QW>/,,,,,,,,,,,,,,,,,
6850,QWB</,,,,,,,,,,,,,,,,,
6851,QWH=[,,,blive samlet,,,,,,,,,,,,,,
6852,QWH[,,vente,,afvente,,,,,,,,,,,,,
6853,QWV[,,,,,,,,,,,,,,,,,
6854,QWJ/,,,,,,,,,,,,,,,,,
6855,QWL/,"røst, lyd, torden ",,,,,,,,,,,,,,,,
6856,QWLJH/,,,,,,,,,,,,,,,,,
6857,QWM[,,"rejse sig, stå op",,"oprette, bekræfte",,gøre oprør,"rejse op, føre ud, få til at stige? (usikker)",oprejses,,,,,,,,,
6858,QWMH/,,,,,,,,,,,,,,,,,
6859,QWMMJWT/,,,,,,,,,,,,,,,,,
6860,QW</,,,,,,,,,,,,,,,,,
6861,QWP/,,,,,,,,,,,,,,,,,
6862,QWY/,tjørnebusk,,,,,,,,,,,,,,,,
6863,QWY=/,,,,,,,,,,,,,,,,,
6864,QWY==/,,,,,,,,,,,,,,,,,
6865,QWY=[,,,,,,,rive i stykker,,,,,,,,,,
6866,QWY[,,"føle væmmelse, være rædselsslagen",,,,,,,,,,,,,,,
6867,QWYWT/,,,,,,,,,,,,,,,,,
6868,QWR/,,,,,,,,,,,,,,,,,
6869,QWR[,,,,,,,,,,,,,,,,,
6870,QWR>/,,,,,,,,,,,,,,,,,
6871,QWRH/,,,,,,,,,,,,,,,,,
6872,QWC[,,,,,,,,,,,,,,,,,
6873,QWCJHW/,,,,,,,,,,,,,,,,,
6874,QX/,,,,,,,,,,,,,,,,,
6875,QV/,,,,,,,,,,,,,,,,,
6876,QVB/,,,,,,,,,,,,,,,,,
6877,QVWRH/,,,,,,,,,,,,,,,,,
6878,QVWRH=/,,,,,,,,,,,,,,,,,
6879,QVL/,,,,,,,,,,,,,,,,,
6880,QVL[,,,,,,,,,,,,,,,,,
6881,QVN/,"lille, ung",,,,,,,,,,,,,,,,
6882,QVN=/,"lille, ung",,,,,,,,,,,,,,,,
6883,QVN==/,,,,,,,,,,,,,,,,,
6884,QVN===/,,,,,,,,,,,,,,,,,
6885,QVN[,,være lille,,,,,,,,,,,,,,,
6886,QVP[,,,,,,,,,,,,,,,,,
6887,QVR/,,,,,,,,,,,,,,,,,
6888,QVR[,,,,,,,"ofre, lade gå op i røg",,,,,,,,,,
6889,QVRWN/,,,,,,,,,,,,,,,,,
6890,QVRWT/,,,,,,,,,,,,,,,,,
6891,QVRT/,,,,,,,,,,,,,,,,,
6892,QVT/,,,,,,,,,,,,,,,,,
6893,QJ>/,,,,,,,,,,,,,,,,,
6894,QJ>[,,,,,,,,,,,,,,,,,
6895,QJH[,,,,,,,,,,,,,,,,,
6896,QJVWR/,,,,,,,,,,,,,,,,,
6897,QJM/,,,,,,,,,,,,,,,,,
6898,QJMH/,,,,,,,,,,,,,,,,,
6899,QJN/,,,,,,,,,,,,,,,,,
6900,QJN=/,,,,,,,,,,,,,,,,,
6901,QJN==/,,,,,,,,,,,,,,,,,
6902,QJN===/,,,,,,,,,,,,,,,,,
6903,QJN[,,,,,,,,,,,,,,,,,
6904,QJNH/,,,,,,,,,,,,,,,,,
6905,QJNH=/,,,,,,,,,,,,,,,,,
6906,QJNJ/,kenit,,,,,,,,,,,,,,,,
6907,QJNN/,,,,,,,,,,,,,,,,,
6908,QJY/,,,,,,,,,,,,,,,,,
6909,QJY[,,,,,,,,,,,,,,,,,
6910,QJYWN/,,,,,,,,,,,,,,,,,
6911,QJQJWN/,"olieplante, lat. ricinus communis, agurk (?)",,,,,,,,,,,,,,,,
6912,QJQLWN/,,,,,,,,,,,,,,,,,
6913,QJR/,,,,,,,,,,,,,,,,,
6914,QJR=/,,,,,,,,,,,,,,,,,
6915,QJR_XRF/,,,,,,,,,,,,,,,,,
6916,QJR_XRFT/,,,,,,,,,,,,,,,,,
6917,QJR_MW>B/,,,,,,,,,,,,,,,,,
6918,QJRS/,,,,,,,,,,,,,,,,,
6919,QJC/,,,,,,,,,,,,,,,,,
6920,QJCWN/,,,,,,,,,,,,,,,,,
6921,QJCJ/,,,,,,,,,,,,,,,,,
6922,QL/,,,,,,,,,,,,,,,,,
6923,QL=/,,,,,,,,,,,,,,,,,
6924,QLH=[,,,,,,,,,,,,,,,,,
6925,QLH[,,,,,,,,,,,,,,,,,
6926,QLWN/,,,,,,,,,,,,,,,,,
6927,QLXT/,,,,,,,,,,,,,,,,,
6928,QLV[,,,,,,,,,,,,,,,,,
6929,QLJ/,,,,,,,,,,,,,,,,,
6930,QLJ=/,,,,,,,,,,,,,,,,,
6931,QLJH/,,,,,,,,,,,,,,,,,
6932,QLJV>/,,,,,,,,,,,,,,,,,
6933,QLL/,,,,,,,,,,,,,,,,,
6934,QLL[,,,,erklære for forbandet,,,"lette, behandle med foragt",,,,,,,,,,
6935,QLLH/,forbandelse,,,,,,,,,,,,,,,,
6936,QLS/,,,,,,,,,,,,,,,,,
6937,QLS[,,,,,,,,,,,,,,,,,
6938,QLSH/,,,,,,,,,,,,,,,,,
6939,QL</,,,,,,,,,,,,,,,,,
6940,QL<=/,,,,,,,,,,,,,,,,,
6941,QL<==/,,,,,,,,,,,,,,,,,
6942,QL<=[,,,,,,,,,,,,,,,,,
6943,QL<[,,,,,,,,,,,,,,,,,
6944,QLQL/,,,,,,,,,,,,,,,,,
6945,QLCWN/,,,,,,,,,,,,,,,,,
6946,QMH/,,,,,,,,,,,,,,,,,
6947,QMW>L/,,,,,,,,,,,,,,,,,
6948,QMWN/,,,,,,,,,,,,,,,,,
6949,QMWF/,,,,,,,,,,,,,,,,,
6950,QMX/,,,,,,,,,,,,,,,,,
6951,QMV[,,,,,,,,,,,,,,,,,
6952,QML[,,,,,,,,,,,,,,,,,
6953,QMY/,,,,,,,,,,,,,,,,,
6954,QMY[,,,,,,,,,,,,,,,,,
6955,QMFWN/,,,,,,,,,,,,,,,,,
6956,QN/,,,,,,,,,,,,,,,,,
6957,QN>/,lidenskabelig,,,,,,,,,,,,,,,,
6958,QN>[,,,,,,,,,,,,,,,,,
6959,QN>H/,,,,,,,,,,,,,,,,,
6960,QNH/,,,,,,,,,,,,,,,,,
6961,QNH=/,,,,,,,,,,,,,,,,,
6962,QNH=[,,"skabe, erhverve",,,,,,,,,,,,,,,
6963,QNH[,,"skaffe, købe",,,,,,,,,,,,,,,
6964,QNW>/,,,,,,,,,,,,,,,,,
6965,QNZ/,,,,,,,,,,,,,,,,,
6966,QNZJ/,kenizzitter,,,,,,,,,,,,,,,,
6967,QNJN/,ejendom,,,,,,,,,,,,,,,,
6968,QNMWN/,,,,,,,,,,,,,,,,,
6969,QNN[,,,,bygge rede,,,,,,,,,,,,,
6970,QNY/,,,,,,,,,,,,,,,,,
6971,QNT/,,,,,,,,,,,,,,,,,
6972,QSM/,,,,,,,,,,,,,,,,,
6973,QSM[,,,,,,,,,,,,,,,,,
6974,QSS[,,,,,,,,,,,,,,,,,
6975,QST/,,,,,,,,,,,,,,,,,
6976,Q<JLH/,,,,,,,,,,,,,,,,,
6977,Q<Q</,,,,,,,,,,,,,,,,,
6978,Q<RH/,,,,,,,,,,,,,,,,,
6979,QP>[,,,,,,,,,,,,,,,,,
6980,QP>WN/,,,,,,,,,,,,,,,,,
6981,QPD/,,,,,,,,,,,,,,,,,
6982,QPD[,,,,,,,,,,,,,,,,,
6983,QPDH/,,,,,,,,,,,,,,,,,
6984,QPWZ/,,,,,,,,,,,,,,,,,
6985,QPY[,,"lukke, trække sammen",,,,,,,,,,,,,,,
6986,QY/,,,,,,,,,,,,,,,,,
6987,QYB/,,,,,,,,,,,,,,,,,
6988,QYB[,,,,,,,,,,,,,,,,,
6989,QYH/,"kant, ende, grænse",,,,,,,,,,,,,,,,
6990,QYH=/,"kant, ende, grænse",,,,,,,,,,,,,,,,
6991,QYH==/,,,,,,,,,,,,,,,,,
6992,QYH[,,,,,,,,,,,,,,,,,
6993,QYW/,,,,,,,,,,,,,,,,,
6994,QYWR/,,,,,,,,,,,,,,,,,
6995,QYWT/,,,,,,,,,,,,,,,,,
6996,QYX/,,,,,,,,,,,,,,,,,
6997,QYJN/,,,,,,,,,,,,,,,,,
6998,QYJ<H/,,,,,,,,,,,,,,,,,
6999,QYJ<H=/,,,,,,,,,,,,,,,,,
7000,QYJY/,,,,,,,,,,,,,,,,,
7001,QYJR/,,,,,,,,,,,,,,,,,
7002,QYJR=/,,,,,,,,,,,,,,,,,
7003,QY<=[,,,,,,,,,,,,,,,,,
7004,QY<[,,,,,,,,,,,,,,,,,
7005,QYP/,,,,,,,,,,,,,,,,,
7006,QYP=/,,,,,,,,,,,,,,,,,
7007,QYP[,,,,,,,,,,,,,,,,,
7008,QYPH/,,,,,,,,,,,,,,,,,
7009,QYY[,,,,"skære op, skære af",,,,,,,,,,,,,
7010,QYR/,"utålmodighed, korthed",,,,,,,,,,,,,,,,
7011,QYR=/,,,,,,,,,,,,,,,,,
7012,QYR=[,,,,,,,,,,,,,,,,,
7013,QYR[,,,,,,,,,,,,,,,,,
7014,QYT/,,,,,,,,,,,,,,,,,
7015,QR/,,,,,,,,,,,,,,,,,
7016,QR=/,,,,,,,,,,,,,,,,,
7017,QR>/,,,,,,,,,,,,,,,,,
7018,QR>=[,,"ramme, komme til, imod (inf. efter bevægelsesvarbum) ",,,,,,,,,,,,,,,
7019,QR>[,,"kalde, møde, læse (højt)","blive kaldt, nævnet, erklæret, læse højt",,blive kaldt,,,,,,,,,,,,
7020,QRB/,"midte, indre",,,,,,,,,,,,,,,,
7021,QRB=/,,,,,,,,,,,,,,,,,
7022,QRB==/,,,,,,,,,,,,,,,,,
7023,QRB[,,nærme sig,"komme nær, blive bragt nær","bringe nær, lade antaste, være nær",,,bringe nær,,,,,,,,,,
7024,QRBH/,,,,,,,,,,,,,,,,,
7025,QRBN/,"offer, offergave",,,,,,,,,,,,,,,,
7026,QRBN=/,,,,,,,,,,,,,,,,,
7027,QRDM/,,,,,,,,,,,,,,,,,
7028,QRH/,,,,,,,,,,,,,,,,,
7029,QRH=/,,,,,,,,,,,,,,,,,
7030,QRH[,,,"være tilgængelig for, træffes med",bygge med tømmer,,,,,,,,,,,,,
7031,QRWB/,"nær, forestående",,,,,,,,,,,,,,,,
7032,QRX/,,,,,,,,,,,,,,,,,
7033,QRX=/,,,,,,,,,,,,,,,,,
7034,QRX==/,Korah,,,,,,,,,,,,,,,,
7035,QRX===/,,,,,,,,,,,,,,,,,
7036,QRX[,,,,,,,,,,,,,,,,,
7037,QRXH/,,,,,,,,,,,,,,,,,
7038,QRXJ/,,,,,,,,,,,,,,,,,
7039,QRXT/,,,,,,,,,,,,,,,,,
7040,QRJ/,,,,,,,,,,,,,,,,,
7041,QRJ>/,,,,,,,,,,,,,,,,,
7042,QRJ>H/,"instruks, dekret",,,,,,,,,,,,,,,,
7043,QRJH/,"by, stad",,,,,,,,,,,,,,,,
7044,QRJWT/,,,,,,,,,,,,,,,,,
7045,QRJT/,,,,,,,,,,,,,,,,,
7046,QRJT_>RB</,,,,,,,,,,,,,,,,,
7047,QRJT_B<L/,,,,,,,,,,,,,,,,,
7048,QRJT_XYWT/,,,,,,,,,,,,,,,,,
7049,QRJT_J<RJM/,,,,,,,,,,,,,,,,,
7050,QRJT_SNH/,,,,,,,,,,,,,,,,,
7051,QRJT_SPR/,,,,,,,,,,,,,,,,,
7052,QRJTJM/,,,,,,,,,,,,,,,,,
7053,QRM[,,,,,,,,,,,,,,,,,
7054,QRN/,"horn, top, stråleglans",,,,,,,,,,,,,,,,
7055,QRN[,,,,,,,,,,,,,,,,,
7056,QRN_HPWK/,,,,,,,,,,,,,,,,,
7057,QRNJM/,,,,,,,,,,,,,,,,,
7058,QRS/,,,,,,,,,,,,,,,,,
7059,QRS[,,,,,,,,,,,,,,,,,
7060,QRSL/,,,,,,,,,,,,,,,,,
7061,QR<[,,"flænge, rive af",,,,,,,,,,,,,,,
7062,QR<JM/,,,,,,,,,,,,,,,,,
7063,QRY/,,,,,,,,,,,,,,,,,
7064,QRY[,,,,,,,,,,,,,,,,,
7065,QRQ</,,,,,,,,,,,,,,,,,
7066,QRQ<=/,,,,,,,,,,,,,,,,,
7067,QRQR/,,,,,,,,,,,,,,,,,
7068,QRQR=/,,,,,,,,,,,,,,,,,
7069,QRR[,,,,,,,,,,,,,,,,,
7070,QRC/,,,,,,,,,,,,,,,,,
7071,QRT/,,,,,,,,,,,,,,,,,
7072,QRTH/,,,,,,,,,,,,,,,,,
7073,QRTN/,,,,,,,,,,,,,,,,,
7074,QC/,"avner, stub",,,,,,,,,,,,,,,,
7075,QC>H/,,,,,,,,,,,,,,,,,
7076,QCB/,,,,,,,,,,,,,,,,,
7077,QCB=/,,,,,,,,,,,,,,,,,
7078,QCB==/,,,,,,,,,,,,,,,,,
7079,QCB[,,,,,,,,,,,,,,,,,
7080,QCH/,"hård, vanskelig, tung",,,,,,,,,,,,,,,,
7081,QCH[,,,,,,,"gøre hård, forhærde",,,,,,,,,,
7082,QFWH/,,,,,,,,,,,,,,,,,
7083,QCX[,,,,,,,,,,,,,,,,,
7084,QCV/,,,,,,,,,,,,,,,,,
7085,QCV=/,,,,,,,,,,,,,,,,,
7086,QCJ/,,,,,,,,,,,,,,,,,
7087,QCJWN/,,,,,,,,,,,,,,,,,
7088,QFJVH/,,,,,,,,,,,,,,,,,
7089,QFQFT/,,,,,,,,,,,,,,,,,
7090,QCR/,,,,,,,,,,,,,,,,,
7091,QCR[,,"binde om, knytte sig til",,,,,,,,,,,,,,,
7092,QCRJM/,,,,,,,,,,,,,,,,,
7093,QCC[,,,,,,,,,,,,,,,,,
7094,QCT/,"bue, regnbue",,,,,,,,,,,,,,,,
7095,QCT=/,,,,,,,,,,,,,,,,,
7096,R>H/,,,,,,,,,,,,,,,,,
7097,R>H=/,,,,,,,,,,,,,,,,,
7098,R>H==/,,,,,,,,,,,,,,,,,
7099,R>H[,,"se, indse, se på, vælge","blive set, blive synlig, mødes",,blive set,"se på hinanden, møde i kamp",vise,"gøres til at se, blive vist",,,,,,,,,
7100,R>WBN/,Ruben,,,,,,,,,,,,,,,,
7101,R>WBNJ/,,,,,,,,,,,,,,,,,
7102,R>WH/,,,,,,,,,,,,,,,,,
7103,R>WMH/,,,,,,,,,,,,,,,,,
7104,R>WT/,,,,,,,,,,,,,,,,,
7105,R>J/,,,,,,,,,,,,,,,,,
7106,R>J=/,,,,,,,,,,,,,,,,,
7107,R>JH/,,,,,,,,,,,,,,,,,
7108,R>M/,vildokse,,,,,,,,,,,,,,,,
7109,R>M[,,,,,,,,,,,,,,,,,
7110,R>MWT/,,,,,,,,,,,,,,,,,
7111,R>C/,"hoved, top; begyndelse; bedst; leder; sum; afdeling",,,,,,,,,,,,,,,,
7112,R>C=/,,,,,,,,,,,,,,,,,
7113,R>C==/,,,,,,,,,,,,,,,,,
7114,R>CH/,,,,,,,,,,,,,,,,,
7115,R>CH=/,,,,,,,,,,,,,,,,,
7116,R>CWN/,"først, tidligere",,,,,,,,,,,,,,,,
7117,R>CWNJ/,,,,,,,,,,,,,,,,,
7118,R>CJT/,"begyndelse, først",,,,,,,,,,,,,,,,
7119,RB/,"meget, mange, kaptajn, chef",,,,,,,,,,,,,,,,
7120,RB=/,"mængde, overflod ",,,,,,,,,,,,,,,,
7121,RB==/,"kaptajn, kommandant, stor",,,,,,,,,,,,,,,,
7122,RB===/,,,,,,,,,,,,,,,,,
7123,RB_CQH/,,,,,,,,,,,,,,,,,
7124,RBB=[,,,,,,,,,,,,,,,,,
7125,RBB[,,"være stor, være talrig",,,,,,,,,,,,,,,
7126,RBBH/,,,,,,,,,,,,,,,,,
7127,RBD[,,,,,,,,,,,,,,,,,
7128,RBH/,,,,,,,,,,,,,,,,,
7129,RBH=[,,,,,,,,,,,,,,,,,
7130,RBH[,,"være talrig, være stor",,,,,"gøre talrig, gøre stor",,,,,,,,,,
7131,RBW>/,ti tusind,,,,,,,,,,,,,,,,
7132,RBJBJM/,,,,,,,,,,,,,,,,,
7133,RBJD/,,,,,,,,,,,,,,,,,
7134,RBJ<J/,fjerde,,,,,,,,,,,,,,,,
7135,RBJT/,,,,,,,,,,,,,,,,,
7136,RBK[,,,,,,,,,,,,,,,,,
7137,RBLH/,,,,,,,,,,,,,,,,,
7138,RB</,fjerde generation,,,,,,,,,,,,,,,,
7139,RB<=/,,,,,,,,,,,,,,,,,
7140,RB<==/,,,,,,,,,,,,,,,,,
7141,RB<===/,,,,,,,,,,,,,,,,,
7142,RB<====/,,,,,,,,,,,,,,,,,
7143,RB<=[,,,,,,,,,,,,,,,,,
7144,RB<[,,,,,,,,,,,,,,,,,
7145,RBY/,,,,,,,,,,,,,,,,,
7146,RBY[,,"ligge ned, lejre sig",,,,,,,,,,,,,,,
7147,RBQH/,,,,,,,,,,,,,,,,,
7148,RGB/,,,,,,,,,,,,,,,,,
7149,RGZ/,,,,,,,,,,,,,,,,,
7150,RGZ=/,,,,,,,,,,,,,,,,,
7151,RGZ[,,,,,,,,,,,,,,,,,
7152,RGZH/,,,,,,,,,,,,,,,,,
7153,RGL/,"fod, ben",,,,,,,,,,,,,,,,
7154,RGL[,,,,,,,,,,,,,,,,,
7155,RGLJ/,,,,,,,,,,,,,,,,,
7156,RGLJM/,,,,,,,,,,,,,,,,,
7157,RGM/,,,,,,,,,,,,,,,,,
7158,RGM[,,,,,,,,,,,,,,,,,
7159,RGM_MLK/,,,,,,,,,,,,,,,,,
7160,RGMH/,,,,,,,,,,,,,,,,,
7161,RGN[,,,,,,,,,,,,,,,,,
7162,RG</,"øjeblik, ro",,,,,,,,,,,,,,,,
7163,RG<=/,,,,,,,,,,,,,,,,,
7164,RG<[,,,,,,,,,,,,,,,,,
7165,RGC/,,,,,,,,,,,,,,,,,
7166,RGC[,,være i oprør,,,,,,,,,,,,,,,
7167,RGCH/,,,,,,,,,,,,,,,,,
7168,RDD[,,,,,,,,,,,,,,,,,
7169,RDH=[,,,,,,,,,,,,,,,,,
7170,RDH[,,herske,,,,,,,,,,,,,,,
7171,RDJ/,,,,,,,,,,,,,,,,,
7172,RDJD/,,,,,,,,,,,,,,,,,
7173,RDM[,,,sove tungt,,,,,,,,,,,,,,
7174,RDP[,,,,,,,,,,,,,,,,,
7175,RHB/,,,,,,,,,,,,,,,,,
7176,RHB=/,,,,,,,,,,,,,,,,,
7177,RHB==/,,,,,,,,,,,,,,,,,
7178,RHB[,,,,,,,,,,,,,,,,,
7179,RHGH/,,,,,,,,,,,,,,,,,
7180,RHV/,,,,,,,,,,,,,,,,,
7181,RHJV/,,,,,,,,,,,,,,,,,
7182,RWD[,,,,,,,,,,,,,,,,,
